Partition Key,Row Key,Timestamp,Log Timestamp,Level,Logger Name,Message,Machine Name,Exception
Client4Tenant1511,22F469483079848D_7FFFFFEF_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:02 PM,05/21/2018 15:16:02,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000000,""
Client4Tenant1511,22F4694830D41E48_7FFFFFF0_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:01 PM,05/21/2018 15:16:01,Info,TenantHealthWorker,"End:fabric:/TenantHealthWorkerApp/4/1511/TenantHealthWorker, node=_mainpa_0",mainpa000000,""
Client4Tenant1511,22F4694831A8D09C_7FFFFFF1_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:16:00,Trace,TenantHealthHandler,"Checking OAuth2ClientProfileEnable for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F4694831A8D09C_7FFFFFF2_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:16:00,Trace,TenantHealthHandler,"F/B partnership not required",mainpa000000,""
Client4Tenant1511,22F4694831F058AA_7FFFFFF3_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:15:59,Trace,TenantHealthHandler,"Checking PowerShell user BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F4694831F058AA_7FFFFFF4_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:15:59,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1511,22F46948344F68BE_7FFFFFF5_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:15:55,Trace,TenantHealthHandler,"Checking OAuth for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F46948344F68BE_7FFFFFF6_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:15:55,Debug,TenantHealthHandler,"Starting TenantHealth checks for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F4694834601AD4_7FFFFFF7_86cb4b9c6fa24895b3a651273d4e227e,5/21/2018 3:16:00 PM,05/21/2018 15:15:55,Trace,TenantHealthHandler,"DirSyncMaxFrequencyMinutes=60",mainpa000000,""
Client4Tenant1511,22F469487CCC89A3_7FFFFFA4_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:54 PM,05/21/2018 15:13:54,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000000,""
Client4Tenant1511,22F469487D225E8D_7FFFFFA5_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Info,TenantWorker,"End:fabric:/TenantWorkerApp/4/1511/TenantWorker, node=_mainpa_0",mainpa000000,""
Client4Tenant1511,22F469487D24C14C_7FFFFFA6_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Debug,TenantWorker,"Finishing discovery for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487D24C14C_7FFFFFA7_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Debug,TenantWorker,"Finished discovering organization for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487D29851F_7FFFFFA8_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Info,TenantWorker,"Discovered SKU ENTERPRISEPACK for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487D29851F_7FFFFFA9_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Info,TenantWorker,"Discovered SKU STANDARDPACK for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487D659ED3_7FFFFFAA_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:53,Trace,TenantWorker,"Read 3 accepted domains for BT Corp7 QA [TenantId #1511]",mainpa000000,""
Client4Tenant1511,22F469487D93E551_7FFFFFAB_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:53 PM,05/21/2018 15:13:52,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1511,22F469487F8B85D2_7FFFFFAC_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:51 PM,05/21/2018 15:13:49,Info,TenantWorker,"Discovered organization BT Corp7 QA for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487FACE54B_7FFFFFAD_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:51 PM,05/21/2018 15:13:49,Debug,TenantWorker,"Discovering organization for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487FACE54B_7FFFFFAE_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:51 PM,05/21/2018 15:13:49,Debug,TenantWorker,"Finished discovering users for BT Corp7 QA",mainpa000000,""
Client4Tenant1511,22F469487FACE54B_7FFFFFAF_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:51 PM,05/21/2018 15:13:49,Info,TenantWorker,"Found 14 users.",mainpa000000,""
Client4Tenant1511,22F469487FACE54B_7FFFFFB0_850f589ce32f46fabe9793f378ee65a3,5/21/2018 3:13:51 PM,05/21/2018 15:13:49,Debug,TenantWorker,"Posted user C7-Automation4 to storage queue",mainpa000000,""
